geo_value,signal,time_value,value,region
6 WNC,pct_ed_visits_influenza,5/4/13,0.02,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/4/13,0.04,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/11/13,0.1,1 NENC
2 SENC,pct_ed_visits_influenza,5/11/13,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/11/13,0.07,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/11/13,0.12,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/11/13,0.06,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/11/13,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/11/13,0.06,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/18/13,0.04,1 NENC
2 SENC,pct_ed_visits_influenza,5/18/13,0.1,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/18/13,0.15,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/18/13,0.06,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/18/13,0.07,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/18/13,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/18/13,0.04,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/25/13,0.04,1 NENC
2 SENC,pct_ed_visits_influenza,5/25/13,0.05,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/25/13,0.09,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/25/13,0.09,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/25/13,0.05,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/25/13,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/25/13,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/1/13,0.07,1 NENC
2 SENC,pct_ed_visits_influenza,6/1/13,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/1/13,0.09,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/1/13,0.04,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/1/13,0.06,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/1/13,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/1/13,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/8/13,0.04,1 NENC
2 SENC,pct_ed_visits_influenza,6/8/13,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/8/13,0.1,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/8/13,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/8/13,0.04,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/8/13,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/8/13,0.04,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/15/13,0.04,1 NENC
2 SENC,pct_ed_visits_influenza,6/15/13,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/15/13,0.07,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/15/13,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/15/13,0,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/15/13,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/15/13,0.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/22/13,0.08,1 NENC
2 SENC,pct_ed_visits_influenza,6/22/13,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/22/13,0.1,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/22/13,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/22/13,0.01,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/22/13,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/22/13,0.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/29/13,0.06,1 NENC
2 SENC,pct_ed_visits_influenza,6/29/13,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/29/13,0.05,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/29/13,0,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/29/13,0.02,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/29/13,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/29/13,0.03,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/6/13,0.02,1 NENC
2 SENC,pct_ed_visits_influenza,7/6/13,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/6/13,0.06,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/6/13,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/6/13,0.03,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/6/13,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/6/13,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/13/13,0.01,1 NENC
2 SENC,pct_ed_visits_influenza,7/13/13,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/13/13,0.07,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/13/13,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/13/13,0.02,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/13/13,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/13/13,0.03,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/20/13,0.05,1 NENC
2 SENC,pct_ed_visits_influenza,7/20/13,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/20/13,0.07,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/20/13,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/20/13,0.04,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/20/13,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/20/13,0.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/27/13,0.07,1 NENC
2 SENC,pct_ed_visits_influenza,7/27/13,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/27/13,0.05,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/27/13,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/27/13,0.01,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/27/13,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/27/13,0.03,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/3/13,0,1 NENC
2 SENC,pct_ed_visits_influenza,8/3/13,0.07,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/3/13,0.03,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/3/13,0.02,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/3/13,0.01,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/3/13,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/3/13,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/10/13,0.08,1 NENC
2 SENC,pct_ed_visits_influenza,8/10/13,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/10/13,0.03,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/10/13,0,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/10/13,0,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/10/13,0.02,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/10/13,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/17/13,0.03,1 NENC
2 SENC,pct_ed_visits_influenza,8/17/13,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/17/13,0.08,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/17/13,0.03,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/17/13,0,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/17/13,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/17/13,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/24/13,0.07,1 NENC
2 SENC,pct_ed_visits_influenza,8/24/13,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/24/13,0.08,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/24/13,0,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/24/13,0.03,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/24/13,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/24/13,0,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/31/13,0.03,1 NENC
2 SENC,pct_ed_visits_influenza,8/31/13,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/31/13,0.12,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/31/13,0.02,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/31/13,0.02,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/31/13,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/31/13,0,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/7/13,0.08,1 NENC
2 SENC,pct_ed_visits_influenza,9/7/13,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/7/13,0.16,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/7/13,0.01,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/7/13,0.01,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/7/13,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/7/13,0.05,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/14/13,0.13,1 NENC
2 SENC,pct_ed_visits_influenza,9/14/13,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/14/13,0.1,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/14/13,0.04,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/14/13,0.02,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/14/13,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/14/13,0.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/21/13,0.15,1 NENC
2 SENC,pct_ed_visits_influenza,9/21/13,0.08,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/21/13,0.25,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/21/13,0.02,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/21/13,0.04,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/21/13,0.03,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/21/13,0.05,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/28/13,0.13,1 NENC
2 SENC,pct_ed_visits_influenza,9/28/13,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/28/13,0.22,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/28/13,0.03,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/28/13,0.06,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/28/13,0.02,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/28/13,0.09,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/5/13,0.1,1 NENC
2 SENC,pct_ed_visits_influenza,10/5/13,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/5/13,0.21,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/5/13,0.07,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/5/13,0.07,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/5/13,0.02,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/5/13,0.06,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/12/13,0.14,1 NENC
2 SENC,pct_ed_visits_influenza,10/12/13,0.12,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/12/13,0.21,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/12/13,0.04,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/12/13,0.07,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/12/13,0,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/12/13,0.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/19/13,0.1,1 NENC
2 SENC,pct_ed_visits_influenza,10/19/13,0.09,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/19/13,0.06,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/19/13,0.09,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/19/13,0.09,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/19/13,0.03,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/19/13,0.03,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/26/13,0.18,1 NENC
2 SENC,pct_ed_visits_influenza,10/26/13,0.08,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/26/13,0.09,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/26/13,0.14,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/26/13,0.13,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/26/13,0.05,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/26/13,0.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/2/13,0.24,1 NENC
2 SENC,pct_ed_visits_influenza,11/2/13,0.13,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/2/13,0.06,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/2/13,0.05,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/2/13,0.2,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/2/13,0.02,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/2/13,0.06,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/9/13,0.2,1 NENC
2 SENC,pct_ed_visits_influenza,11/9/13,0.1,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/9/13,0.06,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/9/13,0.05,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/9/13,0.16,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/9/13,0.02,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/9/13,0.14,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/16/13,0.13,1 NENC
2 SENC,pct_ed_visits_influenza,11/16/13,0.13,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/16/13,0.13,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/16/13,0.11,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/16/13,0.22,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/16/13,0.1,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/16/13,0.21,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/23/13,0.18,1 NENC
2 SENC,pct_ed_visits_influenza,11/23/13,0.21,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/23/13,0.16,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/23/13,0.21,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/23/13,0.29,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/23/13,0.07,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/23/13,0.28,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/30/13,0.25,1 NENC
2 SENC,pct_ed_visits_influenza,11/30/13,0.31,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/30/13,0.21,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/30/13,0.26,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/30/13,0.35,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/30/13,0.13,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/30/13,0.37,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/7/13,0.35,1 NENC
2 SENC,pct_ed_visits_influenza,12/7/13,0.65,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/7/13,0.3,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/7/13,0.65,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/7/13,0.66,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/7/13,0.25,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/7/13,0.45,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/14/13,0.44,1 NENC
2 SENC,pct_ed_visits_influenza,12/14/13,1.06,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/14/13,0.57,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/14/13,0.99,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/14/13,0.88,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/14/13,0.48,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/14/13,0.56,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/21/13,0.74,1 NENC
2 SENC,pct_ed_visits_influenza,12/21/13,1.75,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/21/13,1.08,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/21/13,1.9,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/21/13,1.56,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/21/13,0.82,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/21/13,1.04,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/28/13,1.15,1 NENC
2 SENC,pct_ed_visits_influenza,12/28/13,3.08,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/28/13,2.22,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/28/13,2.67,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/28/13,2.41,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/28/13,2.16,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/28/13,2.03,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/4/14,1.23,1 NENC
2 SENC,pct_ed_visits_influenza,1/4/14,2.41,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/4/14,2.22,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/4/14,2.94,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/4/14,3.45,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/4/14,2.06,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/4/14,2.43,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/11/14,1.6,1 NENC
2 SENC,pct_ed_visits_influenza,1/11/14,2.31,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/11/14,2.37,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/11/14,2.74,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/11/14,3.43,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/11/14,1.6,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/11/14,2.47,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/18/14,1.9,1 NENC
2 SENC,pct_ed_visits_influenza,1/18/14,2.11,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/18/14,2.44,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/18/14,2.43,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/18/14,2.91,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/18/14,1.7,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/18/14,2.23,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/25/14,1.83,1 NENC
2 SENC,pct_ed_visits_influenza,1/25/14,2.17,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/25/14,1.92,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/25/14,1.86,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/25/14,2.36,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/25/14,1.61,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/25/14,2.05,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/1/14,1.39,1 NENC
2 SENC,pct_ed_visits_influenza,2/1/14,1.49,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/1/14,1.51,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/1/14,1.31,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/1/14,2.06,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/1/14,1.1,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/1/14,1.56,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/8/14,1.13,1 NENC
2 SENC,pct_ed_visits_influenza,2/8/14,0.76,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/8/14,0.73,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/8/14,1.07,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/8/14,1.1,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/8/14,0.71,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/8/14,1.11,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/15/14,0.85,1 NENC
2 SENC,pct_ed_visits_influenza,2/15/14,0.25,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/15/14,0.72,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/15/14,1.07,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/15/14,0.95,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/15/14,0.57,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/15/14,0.7,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/22/14,0.81,1 NENC
2 SENC,pct_ed_visits_influenza,2/22/14,0.61,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/22/14,0.5,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/22/14,0.69,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/22/14,0.66,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/22/14,0.39,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/22/14,0.45,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/1/14,0.47,1 NENC
2 SENC,pct_ed_visits_influenza,3/1/14,0.52,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/1/14,0.3,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/1/14,0.49,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/1/14,0.43,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/1/14,0.2,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/1/14,0.35,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/8/14,0.42,1 NENC
2 SENC,pct_ed_visits_influenza,3/8/14,0.34,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/8/14,0.26,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/8/14,0.42,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/8/14,0.31,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/8/14,0.15,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/8/14,0.38,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/15/14,0.41,1 NENC
2 SENC,pct_ed_visits_influenza,3/15/14,0.06,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/15/14,0.35,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/15/14,0.58,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/15/14,0.2,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/15/14,0.21,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/15/14,0.4,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/22/14,0.29,1 NENC
2 SENC,pct_ed_visits_influenza,3/22/14,0.1,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/22/14,0.28,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/22/14,0.45,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/22/14,0.28,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/22/14,0.12,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/22/14,0.24,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/29/14,0.27,1 NENC
2 SENC,pct_ed_visits_influenza,3/29/14,0.11,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/29/14,0.31,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/29/14,0.53,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/29/14,0.16,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/29/14,0.18,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/29/14,0.28,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/5/14,0.24,1 NENC
2 SENC,pct_ed_visits_influenza,4/5/14,0.26,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/5/14,0.31,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/5/14,0.67,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/5/14,0.17,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/5/14,0.14,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/5/14,0.21,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/12/14,0.14,1 NENC
2 SENC,pct_ed_visits_influenza,4/12/14,0.14,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/12/14,0.28,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/12/14,0.38,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/12/14,0.27,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/12/14,0.12,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/12/14,0.16,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/19/14,0.17,1 NENC
2 SENC,pct_ed_visits_influenza,4/19/14,0.13,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/19/14,0.28,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/19/14,0.22,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/19/14,0.2,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/19/14,0.21,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/19/14,0.1,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/26/14,0.14,1 NENC
2 SENC,pct_ed_visits_influenza,4/26/14,0.06,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/26/14,0.23,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/26/14,0.24,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/26/14,0.18,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/26/14,0.23,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/26/14,0.07,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/3/14,0.1,1 NENC
