"geo_value","signal","time_value","value","county"
"48141","pct_ed_visits_influenza",2024-03-24,1.54,"El Paso County"
"48201","pct_ed_visits_influenza",2024-03-24,0.7,"Harris County"
"48453","pct_ed_visits_influenza",2024-03-24,0.58,"Travis County"
"48029","pct_ed_visits_influenza",2024-03-31,0.41,"Bexar County"
"48113","pct_ed_visits_influenza",2024-03-31,0.71,"Dallas County"
"48141","pct_ed_visits_influenza",2024-03-31,1.2,"El Paso County"
"48201","pct_ed_visits_influenza",2024-03-31,0.52,"Harris County"
"48453","pct_ed_visits_influenza",2024-03-31,0.58,"Travis County"
"48029","pct_ed_visits_influenza",2024-04-07,0.3,"Bexar County"
"48113","pct_ed_visits_influenza",2024-04-07,0.52,"Dallas County"
"48141","pct_ed_visits_influenza",2024-04-07,1.01,"El Paso County"
"48201","pct_ed_visits_influenza",2024-04-07,0.45,"Harris County"
"48453","pct_ed_visits_influenza",2024-04-07,0.61,"Travis County"
"48029","pct_ed_visits_influenza",2024-04-14,0.22,"Bexar County"
"48113","pct_ed_visits_influenza",2024-04-14,0.42,"Dallas County"
"48141","pct_ed_visits_influenza",2024-04-14,1,"El Paso County"
"48201","pct_ed_visits_influenza",2024-04-14,0.38,"Harris County"
"48453","pct_ed_visits_influenza",2024-04-14,0.45,"Travis County"
"48029","pct_ed_visits_influenza",2024-04-21,0.27,"Bexar County"
"48113","pct_ed_visits_influenza",2024-04-21,0.35,"Dallas County"
"48141","pct_ed_visits_influenza",2024-04-21,0.81,"El Paso County"
"48201","pct_ed_visits_influenza",2024-04-21,0.29,"Harris County"
"48453","pct_ed_visits_influenza",2024-04-21,0.5,"Travis County"
"48029","pct_ed_visits_influenza",2024-04-28,0.19,"Bexar County"
"48113","pct_ed_visits_influenza",2024-04-28,0.29,"Dallas County"
"48141","pct_ed_visits_influenza",2024-04-28,0.89,"El Paso County"
"48201","pct_ed_visits_influenza",2024-04-28,0.26,"Harris County"
"48453","pct_ed_visits_influenza",2024-04-28,0.3,"Travis County"
"48029","pct_ed_visits_influenza",2024-05-05,0.18,"Bexar County"
"48113","pct_ed_visits_influenza",2024-05-05,0.29,"Dallas County"
"48141","pct_ed_visits_influenza",2024-05-05,0.63,"El Paso County"
"48201","pct_ed_visits_influenza",2024-05-05,0.3,"Harris County"
"48453","pct_ed_visits_influenza",2024-05-05,0.31,"Travis County"
"48029","pct_ed_visits_influenza",2024-05-12,0.18,"Bexar County"
"48113","pct_ed_visits_influenza",2024-05-12,0.24,"Dallas County"
"48141","pct_ed_visits_influenza",2024-05-12,0.72,"El Paso County"
"48201","pct_ed_visits_influenza",2024-05-12,0.33,"Harris County"
"48453","pct_ed_visits_influenza",2024-05-12,0.27,"Travis County"
"48029","pct_ed_visits_influenza",2024-05-19,0.19,"Bexar County"
"48113","pct_ed_visits_influenza",2024-05-19,0.23,"Dallas County"
"48141","pct_ed_visits_influenza",2024-05-19,0.48,"El Paso County"
"48201","pct_ed_visits_influenza",2024-05-19,0.27,"Harris County"
"48453","pct_ed_visits_influenza",2024-05-19,0.2,"Travis County"
"48029","pct_ed_visits_influenza",2024-05-26,0.26,"Bexar County"
"48113","pct_ed_visits_influenza",2024-05-26,0.27,"Dallas County"
"48141","pct_ed_visits_influenza",2024-05-26,0.42,"El Paso County"
"48201","pct_ed_visits_influenza",2024-05-26,0.29,"Harris County"
"48453","pct_ed_visits_influenza",2024-05-26,0.17,"Travis County"
"48029","pct_ed_visits_influenza",2024-06-02,0.19,"Bexar County"
"48113","pct_ed_visits_influenza",2024-06-02,0.2,"Dallas County"
"48141","pct_ed_visits_influenza",2024-06-02,0.34,"El Paso County"
"48201","pct_ed_visits_influenza",2024-06-02,0.23,"Harris County"
"48453","pct_ed_visits_influenza",2024-06-02,0.13,"Travis County"
"48029","pct_ed_visits_influenza",2024-06-09,0.13,"Bexar County"
"48113","pct_ed_visits_influenza",2024-06-09,0.2,"Dallas County"
"48141","pct_ed_visits_influenza",2024-06-09,0.18,"El Paso County"
"48201","pct_ed_visits_influenza",2024-06-09,0.2,"Harris County"
"48453","pct_ed_visits_influenza",2024-06-09,0.2,"Travis County"
"48029","pct_ed_visits_influenza",2024-06-16,0.12,"Bexar County"
"48113","pct_ed_visits_influenza",2024-06-16,0.14,"Dallas County"
"48141","pct_ed_visits_influenza",2024-06-16,0.22,"El Paso County"
"48201","pct_ed_visits_influenza",2024-06-16,0.19,"Harris County"
"48453","pct_ed_visits_influenza",2024-06-16,0.25,"Travis County"
"48029","pct_ed_visits_influenza",2024-06-23,0.1,"Bexar County"
"48113","pct_ed_visits_influenza",2024-06-23,0.17,"Dallas County"
"48141","pct_ed_visits_influenza",2024-06-23,0.23,"El Paso County"
"48201","pct_ed_visits_influenza",2024-06-23,0.19,"Harris County"
"48453","pct_ed_visits_influenza",2024-06-23,0.2,"Travis County"
"48029","pct_ed_visits_influenza",2024-06-30,0.11,"Bexar County"
"48113","pct_ed_visits_influenza",2024-06-30,0.13,"Dallas County"
"48141","pct_ed_visits_influenza",2024-06-30,0.15,"El Paso County"
"48201","pct_ed_visits_influenza",2024-06-30,0.25,"Harris County"
"48453","pct_ed_visits_influenza",2024-06-30,0.21,"Travis County"
"48029","pct_ed_visits_influenza",2024-07-07,0.16,"Bexar County"
"48113","pct_ed_visits_influenza",2024-07-07,0.11,"Dallas County"
"48141","pct_ed_visits_influenza",2024-07-07,0.29,"El Paso County"
"48201","pct_ed_visits_influenza",2024-07-07,0.2,"Harris County"
"48453","pct_ed_visits_influenza",2024-07-07,0.18,"Travis County"
"48029","pct_ed_visits_influenza",2024-07-14,0.14,"Bexar County"
"48113","pct_ed_visits_influenza",2024-07-14,0.13,"Dallas County"
"48141","pct_ed_visits_influenza",2024-07-14,0.16,"El Paso County"
"48201","pct_ed_visits_influenza",2024-07-14,0.18,"Harris County"
"48453","pct_ed_visits_influenza",2024-07-14,0.31,"Travis County"
"48029","pct_ed_visits_influenza",2024-07-21,0.13,"Bexar County"
"48113","pct_ed_visits_influenza",2024-07-21,0.13,"Dallas County"
"48141","pct_ed_visits_influenza",2024-07-21,0.17,"El Paso County"
"48201","pct_ed_visits_influenza",2024-07-21,0.27,"Harris County"
"48453","pct_ed_visits_influenza",2024-07-21,0.14,"Travis County"
"48029","pct_ed_visits_influenza",2024-07-28,0.09,"Bexar County"
"48113","pct_ed_visits_influenza",2024-07-28,0.15,"Dallas County"
"48141","pct_ed_visits_influenza",2024-07-28,0.19,"El Paso County"
"48201","pct_ed_visits_influenza",2024-07-28,0.23,"Harris County"
"48453","pct_ed_visits_influenza",2024-07-28,0.2,"Travis County"
"48029","pct_ed_visits_influenza",2024-08-04,0.12,"Bexar County"
"48113","pct_ed_visits_influenza",2024-08-04,0.12,"Dallas County"
"48141","pct_ed_visits_influenza",2024-08-04,0.26,"El Paso County"
"48201","pct_ed_visits_influenza",2024-08-04,0.22,"Harris County"
"48453","pct_ed_visits_influenza",2024-08-04,0.29,"Travis County"
"48029","pct_ed_visits_influenza",2024-08-11,0.08,"Bexar County"
"48113","pct_ed_visits_influenza",2024-08-11,0.12,"Dallas County"
"48141","pct_ed_visits_influenza",2024-08-11,0.16,"El Paso County"
"48201","pct_ed_visits_influenza",2024-08-11,0.2,"Harris County"
"48453","pct_ed_visits_influenza",2024-08-11,0.17,"Travis County"
"48029","pct_ed_visits_influenza",2024-08-18,0.14,"Bexar County"
"48113","pct_ed_visits_influenza",2024-08-18,0.16,"Dallas County"
"48141","pct_ed_visits_influenza",2024-08-18,0.21,"El Paso County"
"48201","pct_ed_visits_influenza",2024-08-18,0.25,"Harris County"
"48453","pct_ed_visits_influenza",2024-08-18,0.11,"Travis County"
"48029","pct_ed_visits_influenza",2024-08-25,0.13,"Bexar County"
"48113","pct_ed_visits_influenza",2024-08-25,0.19,"Dallas County"
"48141","pct_ed_visits_influenza",2024-08-25,0.14,"El Paso County"
"48201","pct_ed_visits_influenza",2024-08-25,0.28,"Harris County"
"48453","pct_ed_visits_influenza",2024-08-25,0.23,"Travis County"
"48029","pct_ed_visits_influenza",2024-09-01,0.14,"Bexar County"
"48113","pct_ed_visits_influenza",2024-09-01,0.21,"Dallas County"
"48141","pct_ed_visits_influenza",2024-09-01,0.15,"El Paso County"
"48201","pct_ed_visits_influenza",2024-09-01,0.29,"Harris County"
"48453","pct_ed_visits_influenza",2024-09-01,0.24,"Travis County"
"48029","pct_ed_visits_influenza",2024-09-08,0.12,"Bexar County"
"48113","pct_ed_visits_influenza",2024-09-08,0.21,"Dallas County"
"48141","pct_ed_visits_influenza",2024-09-08,0.29,"El Paso County"
"48201","pct_ed_visits_influenza",2024-09-08,0.31,"Harris County"
"48453","pct_ed_visits_influenza",2024-09-08,0.25,"Travis County"
"48029","pct_ed_visits_influenza",2024-09-15,0.1,"Bexar County"
"48113","pct_ed_visits_influenza",2024-09-15,0.2,"Dallas County"
"48141","pct_ed_visits_influenza",2024-09-15,0.27,"El Paso County"
"48201","pct_ed_visits_influenza",2024-09-15,0.32,"Harris County"
"48453","pct_ed_visits_influenza",2024-09-15,0.2,"Travis County"
"48029","pct_ed_visits_influenza",2024-09-22,0.21,"Bexar County"
"48113","pct_ed_visits_influenza",2024-09-22,0.16,"Dallas County"
"48141","pct_ed_visits_influenza",2024-09-22,0.14,"El Paso County"
"48201","pct_ed_visits_influenza",2024-09-22,0.3,"Harris County"
"48453","pct_ed_visits_influenza",2024-09-22,0.27,"Travis County"
"48029","pct_ed_visits_influenza",2024-09-29,0.19,"Bexar County"
"48113","pct_ed_visits_influenza",2024-09-29,0.19,"Dallas County"
"48141","pct_ed_visits_influenza",2024-09-29,0.23,"El Paso County"
"48201","pct_ed_visits_influenza",2024-09-29,0.31,"Harris County"
"48453","pct_ed_visits_influenza",2024-09-29,0.32,"Travis County"
"48029","pct_ed_visits_influenza",2024-10-06,0.19,"Bexar County"
"48113","pct_ed_visits_influenza",2024-10-06,0.22,"Dallas County"
"48141","pct_ed_visits_influenza",2024-10-06,0.23,"El Paso County"
"48201","pct_ed_visits_influenza",2024-10-06,0.36,"Harris County"
"48453","pct_ed_visits_influenza",2024-10-06,0.27,"Travis County"
"48029","pct_ed_visits_influenza",2024-10-13,0.31,"Bexar County"
"48113","pct_ed_visits_influenza",2024-10-13,0.16,"Dallas County"
"48141","pct_ed_visits_influenza",2024-10-13,0.31,"El Paso County"
"48201","pct_ed_visits_influenza",2024-10-13,0.35,"Harris County"
"48453","pct_ed_visits_influenza",2024-10-13,0.32,"Travis County"
"48029","pct_ed_visits_influenza",2024-10-20,0.34,"Bexar County"
"48113","pct_ed_visits_influenza",2024-10-20,0.25,"Dallas County"
"48141","pct_ed_visits_influenza",2024-10-20,0.33,"El Paso County"
"48201","pct_ed_visits_influenza",2024-10-20,0.47,"Harris County"
"48453","pct_ed_visits_influenza",2024-10-20,0.2,"Travis County"
"48029","pct_ed_visits_influenza",2024-10-27,0.44,"Bexar County"
"48113","pct_ed_visits_influenza",2024-10-27,0.22,"Dallas County"
"48141","pct_ed_visits_influenza",2024-10-27,0.66,"El Paso County"
"48201","pct_ed_visits_influenza",2024-10-27,0.47,"Harris County"
"48453","pct_ed_visits_influenza",2024-10-27,0.31,"Travis County"
"48029","pct_ed_visits_influenza",2024-11-03,0.47,"Bexar County"
"48113","pct_ed_visits_influenza",2024-11-03,0.26,"Dallas County"
"48141","pct_ed_visits_influenza",2024-11-03,0.53,"El Paso County"
"48201","pct_ed_visits_influenza",2024-11-03,0.72,"Harris County"
"48453","pct_ed_visits_influenza",2024-11-03,0.23,"Travis County"
"48029","pct_ed_visits_influenza",2024-11-10,0.58,"Bexar County"
"48113","pct_ed_visits_influenza",2024-11-10,0.31,"Dallas County"
"48141","pct_ed_visits_influenza",2024-11-10,0.55,"El Paso County"
"48201","pct_ed_visits_influenza",2024-11-10,0.83,"Harris County"
"48453","pct_ed_visits_influenza",2024-11-10,0.22,"Travis County"
"48029","pct_ed_visits_influenza",2024-11-17,0.73,"Bexar County"
"48113","pct_ed_visits_influenza",2024-11-17,0.36,"Dallas County"
"48141","pct_ed_visits_influenza",2024-11-17,0.74,"El Paso County"
"48201","pct_ed_visits_influenza",2024-11-17,1.14,"Harris County"
"48453","pct_ed_visits_influenza",2024-11-17,0.42,"Travis County"
"48029","pct_ed_visits_influenza",2024-11-24,1.51,"Bexar County"
"48113","pct_ed_visits_influenza",2024-11-24,0.55,"Dallas County"
"48141","pct_ed_visits_influenza",2024-11-24,1.24,"El Paso County"
"48201","pct_ed_visits_influenza",2024-11-24,1.72,"Harris County"
"48453","pct_ed_visits_influenza",2024-11-24,0.63,"Travis County"
"48029","pct_ed_visits_influenza",2024-12-01,1.32,"Bexar County"
"48113","pct_ed_visits_influenza",2024-12-01,0.89,"Dallas County"
"48141","pct_ed_visits_influenza",2024-12-01,1.14,"El Paso County"
"48201","pct_ed_visits_influenza",2024-12-01,1.7,"Harris County"
"48453","pct_ed_visits_influenza",2024-12-01,0.75,"Travis County"
"48029","pct_ed_visits_influenza",2024-12-08,2.79,"Bexar County"
"48113","pct_ed_visits_influenza",2024-12-08,1.62,"Dallas County"
"48141","pct_ed_visits_influenza",2024-12-08,1.39,"El Paso County"
"48201","pct_ed_visits_influenza",2024-12-08,2.78,"Harris County"
"48453","pct_ed_visits_influenza",2024-12-08,1.27,"Travis County"
"48029","pct_ed_visits_influenza",2024-12-15,4.65,"Bexar County"
"48113","pct_ed_visits_influenza",2024-12-15,3.32,"Dallas County"
"48141","pct_ed_visits_influenza",2024-12-15,3.09,"El Paso County"
"48201","pct_ed_visits_influenza",2024-12-15,4.45,"Harris County"
"48453","pct_ed_visits_influenza",2024-12-15,2.4,"Travis County"
"48029","pct_ed_visits_influenza",2024-12-22,6.82,"Bexar County"
"48113","pct_ed_visits_influenza",2024-12-22,5.96,"Dallas County"
"48141","pct_ed_visits_influenza",2024-12-22,7.27,"El Paso County"
"48201","pct_ed_visits_influenza",2024-12-22,6.64,"Harris County"
"48453","pct_ed_visits_influenza",2024-12-22,3.69,"Travis County"
"48029","pct_ed_visits_influenza",2024-12-29,5.69,"Bexar County"
"48113","pct_ed_visits_influenza",2024-12-29,4.98,"Dallas County"
"48141","pct_ed_visits_influenza",2024-12-29,7.03,"El Paso County"
"48201","pct_ed_visits_influenza",2024-12-29,5.51,"Harris County"
"48453","pct_ed_visits_influenza",2024-12-29,3.55,"Travis County"
"48029","pct_ed_visits_influenza",2025-01-05,5.48,"Bexar County"
"48113","pct_ed_visits_influenza",2025-01-05,5.04,"Dallas County"
"48141","pct_ed_visits_influenza",2025-01-05,7.18,"El Paso County"
"48201","pct_ed_visits_influenza",2025-01-05,4.19,"Harris County"
"48453","pct_ed_visits_influenza",2025-01-05,3.92,"Travis County"
"48029","pct_ed_visits_influenza",2025-01-12,8.79,"Bexar County"
"48113","pct_ed_visits_influenza",2025-01-12,5.98,"Dallas County"
"48141","pct_ed_visits_influenza",2025-01-12,5.82,"El Paso County"
"48201","pct_ed_visits_influenza",2025-01-12,5.41,"Harris County"
"48453","pct_ed_visits_influenza",2025-01-12,6.91,"Travis County"
"48029","pct_ed_visits_influenza",2025-01-19,12.21,"Bexar County"
"48113","pct_ed_visits_influenza",2025-01-19,9.77,"Dallas County"
"48141","pct_ed_visits_influenza",2025-01-19,6.61,"El Paso County"
"48201","pct_ed_visits_influenza",2025-01-19,6.58,"Harris County"
"48453","pct_ed_visits_influenza",2025-01-19,9.94,"Travis County"
"48029","pct_ed_visits_influenza",2025-01-26,11.67,"Bexar County"
"48113","pct_ed_visits_influenza",2025-01-26,12.65,"Dallas County"
"48141","pct_ed_visits_influenza",2025-01-26,6.82,"El Paso County"
"48201","pct_ed_visits_influenza",2025-01-26,5.87,"Harris County"
"48453","pct_ed_visits_influenza",2025-01-26,10.86,"Travis County"
"48029","pct_ed_visits_influenza",2025-02-02,8.81,"Bexar County"
"48113","pct_ed_visits_influenza",2025-02-02,9.7,"Dallas County"
"48141","pct_ed_visits_influenza",2025-02-02,6.31,"El Paso County"
"48201","pct_ed_visits_influenza",2025-02-02,5.26,"Harris County"
"48453","pct_ed_visits_influenza",2025-02-02,7.98,"Travis County"
"48029","pct_ed_visits_influenza",2025-02-09,5.46,"Bexar County"
"48113","pct_ed_visits_influenza",2025-02-09,5.46,"Dallas County"
"48141","pct_ed_visits_influenza",2025-02-09,5.05,"El Paso County"
"48201","pct_ed_visits_influenza",2025-02-09,3.73,"Harris County"
"48453","pct_ed_visits_influenza",2025-02-09,4.33,"Travis County"
"48029","pct_ed_visits_influenza",2025-02-16,3.96,"Bexar County"
"48113","pct_ed_visits_influenza",2025-02-16,4.28,"Dallas County"
"48141","pct_ed_visits_influenza",2025-02-16,3.88,"El Paso County"
"48201","pct_ed_visits_influenza",2025-02-16,3.36,"Harris County"
"48453","pct_ed_visits_influenza",2025-02-16,3.74,"Travis County"
