geo_value,signal,time_value,value,region
7 CLT AREA,pct_ed_visits_influenza,11/15/25,2.27,7 CLT AREA
7 CLT AREA,pct_ed_visits_influenza,11/22/25,2.87,7 CLT AREA
7 CLT AREA,pct_ed_visits_influenza,11/29/25,3.59,7 CLT AREA
7 CLT AREA,pct_ed_visits_influenza,12/6/25,4.49,7 CLT AREA
7 CLT AREA,pct_ed_visits_influenza,12/13/25,7.29,7 CLT AREA
7 CLT AREA,pct_ed_visits_influenza,12/20/25,14.24,7 CLT AREA
7 CLT AREA,pct_ed_visits_influenza,12/27/25,20.38,7 CLT AREA
7 CLT AREA,pct_ed_visits_influenza,1/3/26,13.76,7 CLT AREA
7 CLT AREA,pct_ed_visits_influenza,1/10/26,7.83,7 CLT AREA
7 CLT AREA,pct_ed_visits_influenza,1/17/26,4.88,7 CLT AREA
north-carolina,pct_ed_visits_influenza,1/18/25,7.81,north-carolina
north-carolina,pct_ed_visits_influenza,1/25/25,11.26,north-carolina
north-carolina,pct_ed_visits_influenza,2/1/25,13.03,north-carolina
north-carolina,pct_ed_visits_influenza,2/8/25,13.41,north-carolina
north-carolina,pct_ed_visits_influenza,2/15/25,9.91,north-carolina
north-carolina,pct_ed_visits_influenza,2/22/25,7.27,north-carolina
north-carolina,pct_ed_visits_influenza,3/1/25,5.37,north-carolina
north-carolina,pct_ed_visits_influenza,3/8/25,4.74,north-carolina
north-carolina,pct_ed_visits_influenza,3/15/25,3.83,north-carolina
north-carolina,pct_ed_visits_influenza,3/22/25,2.75,north-carolina
north-carolina,pct_ed_visits_influenza,3/29/25,1.97,north-carolina
north-carolina,pct_ed_visits_influenza,4/5/25,1.48,north-carolina
north-carolina,pct_ed_visits_influenza,4/12/25,1.02,north-carolina
north-carolina,pct_ed_visits_influenza,4/19/25,.87,north-carolina
north-carolina,pct_ed_visits_influenza,4/26/25,.71,north-carolina
north-carolina,pct_ed_visits_influenza,5/3/25,.61,north-carolina
north-carolina,pct_ed_visits_influenza,5/10/25,.59,north-carolina
north-carolina,pct_ed_visits_influenza,5/17/25,.55,north-carolina
north-carolina,pct_ed_visits_influenza,5/24/25,.58,north-carolina
north-carolina,pct_ed_visits_influenza,5/31/25,.53,north-carolina
north-carolina,pct_ed_visits_influenza,6/7/25,.52,north-carolina
north-carolina,pct_ed_visits_influenza,6/14/25,.47,north-carolina
north-carolina,pct_ed_visits_influenza,6/21/25,.39,north-carolina
north-carolina,pct_ed_visits_influenza,6/28/25,.34,north-carolina
north-carolina,pct_ed_visits_influenza,7/5/25,.34,north-carolina
north-carolina,pct_ed_visits_influenza,7/12/25,.32,north-carolina
north-carolina,pct_ed_visits_influenza,7/19/25,.33,north-carolina
north-carolina,pct_ed_visits_influenza,7/26/25,.34,north-carolina
north-carolina,pct_ed_visits_influenza,8/2/25,.33,north-carolina
north-carolina,pct_ed_visits_influenza,8/9/25,.45,north-carolina
north-carolina,pct_ed_visits_influenza,8/16/25,.47,north-carolina
north-carolina,pct_ed_visits_influenza,8/23/25,.61,north-carolina
north-carolina,pct_ed_visits_influenza,8/30/25,.75,north-carolina
north-carolina,pct_ed_visits_influenza,9/6/25,1.01,north-carolina
north-carolina,pct_ed_visits_influenza,9/13/25,1.06,north-carolina
north-carolina,pct_ed_visits_influenza,9/20/25,.80,north-carolina
north-carolina,pct_ed_visits_influenza,9/27/25,.73,north-carolina
north-carolina,pct_ed_visits_influenza,10/4/25,.65,north-carolina
north-carolina,pct_ed_visits_influenza,10/11/25,.60,north-carolina
north-carolina,pct_ed_visits_influenza,10/18/25,.62,north-carolina
north-carolina,pct_ed_visits_influenza,10/25/25,.72,north-carolina
north-carolina,pct_ed_visits_influenza,11/1/25,.73,north-carolina
north-carolina,pct_ed_visits_influenza,11/8/25,.96,north-carolina
north-carolina,pct_ed_visits_influenza,11/15/25,1.17,north-carolina
north-carolina,pct_ed_visits_influenza,11/22/25,1.56,north-carolina
north-carolina,pct_ed_visits_influenza,11/29/25,2.26,north-carolina
north-carolina,pct_ed_visits_influenza,12/6/25,3.03,north-carolina
north-carolina,pct_ed_visits_influenza,12/13/25,5.21,north-carolina
north-carolina,pct_ed_visits_influenza,12/20/25,11.16,north-carolina
north-carolina,pct_ed_visits_influenza,12/27/25,17.43,north-carolina
north-carolina,pct_ed_visits_influenza,1/3/26,12.39,north-carolina
north-carolina,pct_ed_visits_influenza,1/10/26,7.14,north-carolina
north-carolina,pct_ed_visits_influenza,1/17/26,4.34,north-carolina
